text,preprocessed,label,raw_anger,raw_anticipation,raw_disgust,raw_fear,raw_joy,raw_sadness,raw_surprise,raw_trust,emotion_words
How do you expect to enjoy your honeymoon if you can't relax ?,"['expect', 'enjoy', 'honeymoon', 'cant', 'relax']",1,0.0,2.0,0.0,0.0,2.01,0.0,0.398,1.484,"['expect', 'enjoy', 'honeymoon', 'relax']"
Wow . - I missed that one .,"['wow', 'missed', 'one']","3, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I don't want this !,"['dont', 'want']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You hear me ?,['hear'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Now , Kid , what's your game ?","['kid', 'whats', 'game']",2,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,['kid']
And you got a lovely face .,"['got', 'lovely', 'face']",5,0.0,0.555,0.0,0.0,0.719,0.009,0.18,0.586,['lovely']
"All right , boys and girls , come on out .","['right', 'boy', 'girl', 'come']","2, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Oh Mr. [PERSON] , everything ok ?","['oh', 'mr', 'person', 'everything', 'ok']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
But he knew I was lying .,"['knew', 'lying']",4,0.408,0.0,0.531,0.0,0.0,0.0,0.0,0.0,['lying']
I was afraid of that .,['afraid'],4,0.0,0.0,0.0,0.844,0.0,0.0,0.0,0.0,['afraid']
You know how much I enjoy your high style of playing .,"['know', 'much', 'enjoy', 'high', 'style', 'playing']","8, 2, 5",0.0,0.578,0.0,0.0,0.812,0.0,0.0,0.484,['enjoy']
You'll be told after you sail .,"['youll', 'told', 'sail']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,['youll']
Enjoy it .,['enjoy'],8,0.0,0.578,0.0,0.0,0.812,0.0,0.0,0.484,['enjoy']
"Then , instruct [PERSON] to stay put with your younger brother .","['instruct', 'person', 'stay', 'put', 'younger', 'brother']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1560000000000001,"['instruct', 'brother']"
I have something I'd like to show you .,"['something', 'id', 'like', 'show']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836,"['like', 'show']"
We mustn't let a little thing like this ruin our evening .,"['mustnt', 'let', 'little', 'thing', 'like', 'ruin', 'evening']","2, 5",0.0,0.0,0.0,0.725,0.0,0.656,0.0,0.484,"['like', 'ruin']"
Don't be an idiot .,"['dont', 'idiot']","1, 3",0.0,0.0,0.492,0.0,0.0,0.0,0.0,0.0,['idiot']
He says that he's looking at a giant asshole from [LOCATION] .,"['say', 'he', 'looking', 'giant', 'asshole', 'location']",3,0.606,0.0,0.836,0.297,0.0,0.0,0.0,0.0,"['giant', 'asshole']"
But they turned the lights down this time and didn't say this is a drill .,"['turned', 'light', 'time', 'didnt', 'say', 'drill']",4,0.0,0.516,0.0,0.0,0.297,0.0,0.0,0.0,"['light', 'time']"
"Goodbye , Mom .","['goodbye', 'mom']",6,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,['goodbye']
I'm glad I saw it before becoming extinct .,"['im', 'glad', 'saw', 'becoming', 'extinct']",5,0.0,0.536,0.0,0.0,0.781,0.703,0.0,0.0,"['glad', 'extinct']"
And I don't share my husband with anyone !,"['dont', 'share', 'husband', 'anyone']",1,0.0,0.445,0.0,0.0,0.876,0.0,0.0,0.586,"['share', 'husband']"
"And dead ahead , is home sweet home .","['dead', 'ahead', 'home', 'sweet', 'home']","8, 5, 6",0.0,0.445,0.0,0.0,1.7430000000000003,0.0,0.203,0.484,"['home', 'sweet', 'home']"
"Okay , we'll do it , but I want to hear [PERSON]'s voice , and I mean now .","['okay', 'well', 'want', 'hear', 'person', 'voice', 'mean']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We'll be OK .,"['well', 'ok']","8, 2, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
When did that start ?,['start'],7,0.0,0.75,0.0,0.0,0.0,0.0,0.344,0.0,['start']
Then why don't you obey ?,"['dont', 'obey']",1,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.578,['obey']
Leave us alone .,"['leave', 'u', 'alone']",4,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.234,0.0,"['leave', 'alone']"
And there's the black hand that did the dirty deed .,"['there', 'black', 'hand', 'dirty', 'deed']",3,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.531,"['dirty', 'deed']"
We've got to get the money in circulation before you'll get this country back to prosperity .,"['weve', 'got', 'get', 'money', 'circulation', 'youll', 'get', 'country', 'back', 'prosperity']",4,0.074,0.586,0.0,0.0,1.266,0.0,0.203,0.687,"['money', 'youll', 'prosperity']"
Oh I bet you do ... and then minutes later every cop in the state'd be after us .,"['oh', 'bet', 'minute', 'later', 'every', 'cop', 'stated', 'u']",1,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.43,['cop']
What's wrong ?,"['whats', 'wrong']","2, 4, 5, 7, 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You like the color , [PERSON] ?","['like', 'color', 'person']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,['like']
We got a big problem .,"['got', 'big', 'problem']",4,0.0,0.0,0.0,0.266,0.0,0.438,0.0,0.0,['problem']
"[PERSON] , I can't make it so soon ...","['person', 'cant', 'make', 'soon']","3, 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That was a good one .,"['good', 'one']",5,0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
"Pecmans ? Buttissimo ? Ah , the old abba dabbas","['pecmans', 'buttissimo', 'ah', 'old', 'abba', 'dabbas']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
It was wonderful .,['wonderful'],5,0.0,0.0,0.0,0.0,0.863,0.0,0.453,0.625,['wonderful']
"Not exactly funny , it's just that you're so different from your son .","['exactly', 'funny', 'youre', 'different', 'son']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Living horrors of the deep were described today ,"['living', 'horror', 'deep', 'described', 'today']",4,0.75,0.0,0.656,0.923,0.312,0.719,0.742,0.0,"['living', 'horror']"
( Knocking ),['knocking'],"2, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Now , get !",['get'],"2, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
ISI is sending someone important to meet the CIA .,"['isi', 'sending', 'someone', 'important', 'meet', 'cia']","2, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,['important']
They'll do everything that can be done .,"['theyll', 'everything', 'done']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Fingers crossed .,"['finger', 'crossed']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
The dove was a ghost ?,"['dove', 'ghost']",7,0.0,0.328,0.0,0.672,0.312,0.0,0.0,0.469,"['dove', 'ghost']"
I don't know . I don't know .,"['dont', 'know', 'dont', 'know']","6, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You know , maybe it's better you're not staying here .","['know', 'maybe', 'better', 'youre', 'staying']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"The press briefing room , [PERSON] , really ?","['press', 'briefing', 'room', 'person', 'really']","1, 2, 3, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We're going to have to go down there and calm everybody else .,"['going', 'go', 'calm', 'everybody', 'else']",8,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.0,['calm']
You want us to believe that ?,"['want', 'u', 'believe']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I can't go to the grand jury without him .,"['cant', 'go', 'grand', 'jury', 'without']","4, 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,['jury']
Come on ! Try it out .,"['come', 'try']","8, 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
She went by taxi .,"['went', 'taxi']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
A very mean hand .,"['mean', 'hand']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
She's got a great body .,"['shes', 'got', 'great', 'body']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Do you want me to come with you ?,"['want', 'come']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Poor [PERSON] .,"['poor', 'person']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Oh , you have tobacco !","['oh', 'tobacco']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I think it'll support us .,"['think', 'itll', 'support', 'u']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Ha ha ha ! This is it , [LOCATION] ! The event you've all been waiting for .","['ha', 'ha', 'ha', 'location', 'event', 'youve', 'waiting']",1,0.0,0.664,0.0,0.141,0.0,0.0,0.0,0.0,['waiting']
I'm gonna kill you .,"['im', 'gonna', 'kill']",1,0.0,0.0,0.0,0.962,0.0,0.797,0.0,0.0,['kill']
I'm not getting any younger !,"['im', 'getting', 'younger']","2, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Cool , thank you .","['cool', 'thank']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You think so ?,['think'],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I got to catch that boat .,"['got', 'catch', 'boat']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,['catch']
"Please , I'll go to the old ladies ' home if you don't do something .","['please', 'ill', 'go', 'old', 'lady', 'home', 'dont', 'something']",4,0.333,0.0,0.492,0.621,0.559,0.594,0.0,0.0,"['ill', 'home']"
He's sure gonna bear down on me .,"['he', 'sure', 'gonna', 'bear']",1,0.266,0.0,0.0,0.524,0.0,0.0,0.0,0.0,['bear']
Just look at me . I can't get through that jungle .,"['look', 'cant', 'get', 'jungle']",4,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.0,['jungle']
The Martians had calculated their descent with amazing perfection .,"['martian', 'calculated', 'descent', 'amazing', 'perfection']",7,0.0,0.508,0.0,0.391,0.779,0.377,0.305,0.688,"['descent', 'perfection']"
I'm gonna get her .,"['im', 'gonna', 'get']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You keep avoiding me .,"['keep', 'avoiding']",6,0.0,0.0,0.0,0.391,0.0,0.0,0.0,0.0,['avoiding']
"It's Nobel Prize juice . Set sail for home , for [LOCATION] !","['nobel', 'prize', 'juice', 'set', 'sail', 'home', 'location']",5,0.0,0.0,0.0,0.0,0.559,0.0,0.0,0.562,"['prize', 'home']"
At least they can dream .,"['least', 'dream']",5,0.0,0.0,0.0,0.0,0.484,0.0,0.0,0.0,['dream']
Let me me go somewhere else . I'm sick .,"['let', 'go', 'somewhere', 'else', 'im', 'sick']",6,0.0,0.0,0.578,0.0,0.0,0.531,0.0,0.0,['sick']
"In the dream , the destroyer's destroyed .","['dream', 'destroyer', 'destroyed']",4,1.6,0.0,0.0,1.504,0.484,0.844,0.0,0.0,"['dream', 'destroyer', 'destroyed']"
I don't pay you good money to have you jerk me around .,"['dont', 'pay', 'good', 'money', 'jerk', 'around']",3,0.695,1.4300000000000002,0.0,0.0,1.32,0.0,0.9840000000000001,1.406,"['pay', 'good', 'money', 'jerk']"
Is there something I can do for you ?,['something'],2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
You must have had some wonderful experiences in [LOCATION] .,"['must', 'wonderful', 'experience', 'location']",5,0.0,0.0,0.0,0.0,1.238,0.0,0.453,0.625,"['wonderful', 'experience']"
And that she's really worried about you .,"['shes', 'really', 'worried']","8, 5",0.0,0.0,0.0,0.466,0.0,0.621,0.0,0.0,['worried']
What the hell does that mean ?,"['hell', 'mean']","1, 3",0.853,0.0,0.68,0.86,0.0,0.7,0.0,0.0,['hell']
"He knows you can do it , so do I.",['know'],8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Take that sentence back !,"['take', 'sentence', 'back']",1,0.203,0.273,0.156,0.266,0.0,0.234,0.0,0.0,['sentence']
"Men flirt with girls like that , but they don't marry them .","['men', 'flirt', 'girl', 'like', 'dont', 'marry']",1,0.0,1.18,0.0,0.125,1.27,0.0,0.554,1.359,"['flirt', 'like', 'marry']"
"What do you say , cousin ?","['say', 'cousin']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You know , I never saw this episode .","['know', 'never', 'saw', 'episode']","5, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You see , [PERSON] , there are certain advantages to being on the sick list .","['see', 'person', 'certain', 'advantage', 'sick', 'list']",5,0.0,0.0,0.578,0.0,0.0,0.531,0.0,0.0,['sick']
"Well , I'm here to have a dialogue .","['well', 'im', 'dialogue']","8, 2, 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
So you're figuring what ? The guy she was having cocktails with did her ?,"['youre', 'figuring', 'guy', 'cocktail']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
What's up with you people and that watermelon ?,"['whats', 'people', 'watermelon']","2, 3, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"I mean , this is the Supreme Court .","['mean', 'supreme', 'court']",1,0.199,0.492,0.0,0.284,0.0,0.0,0.0,0.0,['court']
They didn't miss me at all .,"['didnt', 'miss']",6,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.0,['miss']
"Well , I don't .","['well', 'dont']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We've heard from Kennedy Approach that we've run into a traffic problem .,"['weve', 'heard', 'kennedy', 'approach', 'weve', 'run', 'traffic', 'problem']",4,0.0,0.0,0.0,0.516,0.0,0.438,0.0,0.0,"['run', 'problem']"
"A horse - ranch Indian , a drunken gunfighter , a sex maniac ... and an uncle !","['horse', 'ranch', 'indian', 'drunken', 'gunfighter', 'sex', 'maniac', 'uncle']",7,0.67,0.695,0.539,0.781,0.622,0.0,0.0,0.766,"['horse', 'drunken', 'sex', 'maniac']"
He blows it .,['blow'],"1, 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Ma'am , she's no longer a minor . There's nothing we can do . But , but , but .","['maam', 'shes', 'longer', 'minor', 'there', 'nothing']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
What time's your bus ?,"['time', 'bus']",2,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,['time']
When have you had a date ?,['date'],"1, 2, 7",0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,['date']
It's pretty awful .,"['pretty', 'awful']","1, 3",0.409,0.414,0.562,0.672,0.469,0.641,0.0,0.367,"['pretty', 'awful']"
"Carol , I want you to transcribe these notes for my report .","['carol', 'want', 'transcribe', 'note', 'report']",8,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.336,['carol']
"Hey , ass - wipe , All the emo freaks belong on the bleachers . Go !","['hey', 'as', 'wipe', 'emo', 'freak', 'belong', 'bleacher', 'go']",3,0.0,0.0,0.0,0.562,0.0,0.141,0.0,0.0,"['emo', 'freak']"
It's nice .,['nice'],5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Did he ever show you the ring ?,"['ever', 'show', 'ring']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,['show']
How many times do I have to tell you ? You don't know what you're dealing with .,"['many', 'time', 'tell', 'dont', 'know', 'youre', 'dealing']",1,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,['time']
She's an unlucky driver .,"['shes', 'unlucky', 'driver']",6,0.203,0.0,0.234,0.328,0.0,0.516,0.0,0.0,['unlucky']
She has the name of a man .,"['name', 'man']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"I wondered if you'd do me a favour , if you ain't busy .","['wondered', 'youd', 'favour', 'aint', 'busy']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"He owes me $ , and won't pay up .","['owes', 'wont', 'pay']","1, 3, 7",0.0,0.75,0.0,0.0,0.242,0.0,0.0,0.43,"['wont', 'pay']"
You know what I'm asking .,"['know', 'im', 'asking']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Will you promise ?,['promise'],8,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.773,['promise']
Holy Moses .,"['holy', 'moses']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We need you to know what work we'll give you .,"['need', 'know', 'work', 'well', 'give']",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Are you ready ?,['ready'],2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['ready']
Your mom and I won't be very long .,"['mom', 'wont', 'long']",6,0.0,0.6950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,"['wont', 'long']"
"Comrades , your telegram was received with great disfavor in [LOCATION] .","['comrade', 'telegram', 'received', 'great', 'disfavor', 'location']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648,['comrade']
Recent results are all positive .,"['recent', 'result', 'positive']",5,0.0,0.594,0.0,0.0,0.761,0.0,0.0,0.0,"['result', 'positive']"
"[PERSON] , do you know what you're saying ?","['person', 'know', 'youre', 'saying']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
We got everything we need . - Okay . Great .,"['got', 'everything', 'need', 'okay', 'great']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I don't need a doctor . I need a promoter .,"['dont', 'need', 'doctor', 'need', 'promoter']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,['doctor']
If I can watch TV .,"['watch', 'tv']",1,0.0,0.523,0.0,0.188,0.0,0.0,0.0,0.0,['watch']
"[PERSON] , it's me . - Yeah .","['person', 'yeah']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'm gonna put a stop to this .,"['im', 'gonna', 'put', 'stop']","1, 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
The beast is at the gates !,"['beast', 'gate']",4,0.562,0.0,0.0,0.734,0.0,0.0,0.0,0.414,"['beast', 'gate']"
"Gentlemen , there's a God in heaven .","['gentleman', 'there', 'god', 'heaven']",8,0.0,0.484,0.0,0.094,1.266,0.0,0.0,1.2730000000000001,"['gentleman', 'god', 'heaven']"
I want to see [LOCATION] [LOCATION] !,"['want', 'see', 'location', 'location']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Leader , this is God . I'm in position .","['leader', 'god', 'im', 'position']","8, 5",0.0,0.484,0.0,0.094,0.545,0.0,0.0,1.2970000000000002,"['leader', 'god']"
How would you like the holy hell kicked out of you ?,"['would', 'like', 'holy', 'hell', 'kicked']",1,0.853,0.0,0.68,0.86,0.0,0.7,0.0,0.484,"['like', 'hell']"
"That may be , but my wife , she's a very good one .","['may', 'wife', 'shes', 'good', 'one']",5,0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
Got all the time in the world .,"['got', 'time', 'world']",5,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,['time']
We're gonna leave you . Do what you have to do .,"['gonna', 'leave']",1,0.0,0.0,0.0,0.0,0.0,0.328,0.234,0.0,['leave']
How about my wrist ?,['wrist'],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Here , rally round and I'll show you the points of interest .","['rally', 'round', 'ill', 'show', 'point', 'interest']",2,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.352,"['ill', 'show']"
What the hell are we supposed to do with these ?,"['hell', 'supposed']",1,0.853,0.0,0.68,0.86,0.0,0.7,0.0,0.0,['hell']
"We have a shop rule here , no liquor on the premises .","['shop', 'rule', 'liquor', 'premise']",1,0.075,0.0,0.0,0.188,0.188,0.0,0.0,0.43,"['rule', 'liquor']"
Put him in his cabin .,"['put', 'cabin']","1, 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"There's something wrong with us , something very , very wrong with us .","['there', 'something', 'wrong', 'u', 'something', 'wrong', 'u']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"See you in the [LOCATION] , [PERSON] .","['see', 'location', 'person']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That's gonna be hard .,"['thats', 'gonna', 'hard']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Sweety , you're supposed to be beddy - byes !","['sweety', 'youre', 'supposed', 'beddy', 'bye']","6, 7",0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,['bye']
You got that ?,['got'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
It's not too late .,['late'],8,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,['late']
They refuse .,['refuse'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That's when mine broke up .,"['thats', 'mine', 'broke']",6,0.0,0.0,0.0,0.438,0.297,0.484,0.0,0.0,"['mine', 'broke']"
[PERSON] is not gonna let you go unless you tell him where she is .,"['person', 'gonna', 'let', 'go', 'unless', 'tell']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
The first little league in [LOCATION] with a dome .,"['first', 'little', 'league', 'location', 'dome']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"You see , I was thinking of writing my story , so I bought this book on how to do it .","['see', 'thinking', 'writing', 'story', 'bought', 'book']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Hey [PERSON] , come here and help your grandma for a minute .","['hey', 'person', 'come', 'help', 'grandma', 'minute']",2,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,['help']
I don't feel like answering any more questions .,"['dont', 'feel', 'like', 'answering', 'question']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,['like']
I don't want any locked doors between me and him .,"['dont', 'want', 'locked', 'door']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
They're in [PERSON]'s pocket .,"['theyre', 'person', 'pocket']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'll not go !,"['ill', 'go']",1,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
"Listen , my folks is important people in [LOCATION] .","['listen', 'folk', 'important', 'people', 'location']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,['important']
My husband will kill me when he finds out .,"['husband', 'kill', 'find']",4,0.0,0.0,0.0,0.962,0.438,0.797,0.0,0.0,"['husband', 'kill']"
"What's the matter , dear ?","['whats', 'matter', 'dear']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477,['matter']
It's wonderful and sweet champagne !,"['wonderful', 'sweet', 'champagne']",5,0.0,0.445,0.0,0.0,1.488,0.0,0.656,1.109,"['wonderful', 'sweet']"
I really have . - I - I - I must go now .,"['really', 'must', 'go']",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Where do you think I've been ?,"['think', 'ive']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"For the hospital , for the seriously sick .","['hospital', 'seriously', 'sick']",3,0.0,0.0,0.578,0.484,0.0,1.0150000000000001,0.0,0.531,"['hospital', 'sick']"
I want my baby back .,"['want', 'baby', 'back']",4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,['baby']
I'm ... I'm sorry .,"['im', 'im', 'sorry']",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
What is it now ?,[],3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
That is correct .,['correct'],5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
What'll take to get you to realise I'm givin' you a chance to pull yourselves together ?,"['whatll', 'take', 'get', 'realise', 'im', 'givin', 'chance', 'pull', 'together']",7,0.0,0.0,0.0,0.0,0.394,0.0,0.516,0.0,"['chance', 'together']"
But the neighbours will know we've adopted .,"['neighbour', 'know', 'weve', 'adopted']","4, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Everything all right , [PERSON] ?","['everything', 'right', 'person']","2, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'm getting numb all over .,"['im', 'getting', 'numb']","4, 6, 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'll take care of everything .,"['ill', 'take', 'care', 'everything']",8,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.0,['ill']
"Yes , well , she's a stupid woman .","['yes', 'well', 'shes', 'stupid', 'woman']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"I say , something kind of important has come up .","['say', 'something', 'kind', 'important', 'come']",2,0.0,0.0,0.0,0.0,0.621,0.0,0.0,1.274,"['kind', 'important']"
"Thank you , sir .","['thank', 'sir']","8, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,['sir']
"Give me a break , we just met !","['give', 'break', 'met']",1,0.0,0.0,0.0,0.0,0.156,0.0,0.461,0.0,['break']
More money for the Pentagon when it's own auditors admit the military can not account for % of what it already spends .,"['money', 'pentagon', 'auditor', 'admit', 'military', 'account', 'already', 'spends']","1, 3, 4",0.074,0.586,0.0,0.6719999999999999,0.531,0.0,0.203,1.999,"['money', 'auditor', 'admit', 'military', 'account']"
"Thank you , High Priest !","['thank', 'high', 'priest']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,['priest']
"[PERSON] , I know you're playing with that stupid video station , What did I say about that ?","['person', 'know', 'youre', 'playing', 'stupid', 'video', 'station', 'say']","1, 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Do you understand what I'm saying ?,"['understand', 'im', 'saying']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"And me , [PERSON] , I'm with her .","['person', 'im']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Here we go !,['go'],"2, 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
I'll cover you .,"['ill', 'cover']",8,0.333,0.0,0.492,0.621,0.0,0.594,0.0,0.375,"['ill', 'cover']"
You're gonna leave your team ?,"['youre', 'gonna', 'leave', 'team']","1, 6, 7",0.0,0.0,0.0,0.0,0.0,0.328,0.234,0.664,"['leave', 'team']"
( isaac crying ) - it's cranky time .,"['isaac', 'cry', 'cranky', 'time']",4,0.653,0.516,0.0,0.0,0.0,0.75,0.0,0.0,"['cry', 'cranky', 'time']"
"The boy has loads of charm , Father .","['boy', 'load', 'charm', 'father']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,['father']
"But , [PERSON] , he dresses like the man that cremated Uncle [PERSON] .","['person', 'dress', 'like', 'man', 'cremated', 'uncle', 'person']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,['like']
Who were you expecting ?,['expecting'],7,0.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,['expecting']
Painter ?,['painter'],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
"Have a good day , honey .","['good', 'day', 'honey']",8,0.0,0.383,0.0,0.0,0.547,0.0,0.219,0.617,['good']
If you don't hurry ...,"['dont', 'hurry']",4,0.0,0.695,0.0,0.203,0.0,0.0,0.0,0.0,['hurry']
