text	label
I'm sorry , are we here to have a sarcastic back and forth , or would you like to exchange useful information ?	1
I got enough to put you away for a long vacation . So like it or not , as of now you're working for me , understand ?	1, 3
They murder everything that moves .	4
That's excellent .	8, 2, 5
When Mr [PERSON]'s feet hurt , he drives the whole house crazy .	1
If you don't get married , I'll fire the both of you .	1
When does he ever hear me swear ?	7
What if the Russians were raping your sister ?	3
Flo , if I wanted anything else , I'd call [PERSON] here .	1
But until we figure it out , it may be a good idea for you to stay at home .	4
I told you never to ask me how I feel .	1
Trying to kill me . Is that it ?	1
I'd like you to meet a friend of mine .	8
[PERSON] , you trust me , don't you ?	8
Have you seen any of these documents ?	1
[PERSON] , don't try it .	1
I just hose them off , if she gets on them .	8
Cheers !	2, 5
If we keep our stern to the wind , we'll roll over .	4
Judges need to be educated , the public needs to be educated , the Department of Justice needs to be educated on exactly what's going on here .	6, 7
He's in love .	5
I think he believed me at last .	5
Well , we'd been scouting for what is called delicately a new face .  	2
I'll make it right with you .	1
The job's too tough for you .	3
We are doing our to protect the art .	2
Code red , code red !	4
Now you can show Papa some of them tricks .	2
These guys , they don't do it for money . - What ? - They don't do it for money .	4
You listening ?	2
Who's the dame ?	2
Thank God you answered .	5
It's a monster !	4
It's pretty rough .	6
We belong here .	5
I've got a job to do , but I'm not hard to get along with .	8
We've had wonderful times , we three .	5
[PERSON] was good to me .	8
It took me a week to find this crap .	1, 3, 7
I'm going home with him instead .	5
Must I remind you that you are the fugitive from justice , and not I ?	3
I wish I could spend more than two hours with you .	2, 6
You used to think so too .	8
He took her to a restaurant . Maybe some food would make her feel better .	2, 5
Come on . Let's go ! Let's wrap this thing up .	2
And you must trust me when I say it's likely we're all going to die .	4
We're perfectly in sync , [PERSON] .	8, 5
No , this is my daughter's night . Really . Come on .	1
Why did you say [PERSON]'s better ?	1, 6
Yet neither the husband or anybody else has been in to see her all day .	6
Do not say that .	1
Y' all take care now , you hear ?	8, 4
Can I ask you something ?	8
[PERSON] , the baby ?	7
Isabelle !	5
You weren't on the team the last time we beat you .	7
Nobody goes no place here without I say so .	1
I've just heard a startling piece of news .	4
You know , you're looking at a minimum twenty years ?	3
A sense of humor .	8
As I step into the rat catcher , the first thing I notice , besides the smell of rancid beer and stale piss , is the tension .	3
But I want to know why .	7
Why don't I do this right ?	6
You think of yourself and the one you're in love with .	5
What if the police find you here ?	4
I killed this person for their money , right ?	7
I'm gonna do it now , [PERSON] .	2
Don't you call my husband ...	3
Be careful , you'll put my cigar out .	4
You look like someone who could use a couple of hours ' sleep .	1, 3
Your day is done , old boy .	5
I don't want any connection to this precinct . If you do it , don't do it here .	1, 4
With her bare hands , she just chopped him down !	3, 7
You're wasting yourself on this kid , then hanging us up for nothing .	1
I don't want it .	1, 3
Do Russians never think about life ?	7
The key is , he's an animal .	8
Are you willing to take that chance ?	2
You're hanging your ass out a good long way on this one .	1, 3
I remember once ... we put my mum's canary in the oven .	5
Shit !	1, 3, 4, 7
You seem to me to be what my mother warned me about :	4, 5
Oh , I see .	7
I'll give you a night to remember .	2
I don't want to put you to any trouble .	6
Look , he doesn't work here anymore , so ...	3
It's an expression .	1
We are presenting a performance .	2
Oh , it's just surprising .	7
Anyone can make a mistake .	8
Right now I am just freaking out .	4
We could have backed him up .	6
It still has the keys , Mr. [PERSON] ? - Oui .	2, 7
That's what's the matter with you .	1
But I can't play them with you .	6
It's no good .	6
I forget a lot of things and I. . .	6
No , we can't be disturbed .	1
ve never been to [LOCATION] L.A.[LOCATION] 	6
Well , I can't help wondering if [PERSON] is right .	2, 6
We won't have to worry about our future if you're willing to raffle off your past .	2
I'll be back .	2
I'm not as dumb as you think I am .	8
I'd have to lead them through .	7
Ruuuuuth !	1
I can see very well , thank you .	1, 2
It's impossible . [PERSON] ...	6, 7
It's horrible !	6
Goddamn it , [PERSON] .	1, 3
He cooks better than his ma !	8, 7
What's with those cicadas anyway ?	7
You think I'm beautiful ?	5
They say some of us can turn as late as nine or ten , but I'm past that now so ...	5, 6
Please , [PERSON] .	2, 4, 6
But then , uh ... . You look to me like a gal with a big appetite for everything .	4
The whole town in panic .	4
Please . - Could you get [PERSON] a Coke , please ? - Sure .	8
That's no way to remember him .	6
Oh , God . Where's my wimple ?	4
That wheel is enough to drive anybody crazy .	1
I hope I'm not obscure .	4
This is your friendliest enemy reminding you to take it easy and never volunteer for anything .	5
I got it all planned .	8, 2, 5
If there's any justice , let him get mugged by the man who took my watch !	3
What crap !	1
Freeze !	1, 2
See you around .	2
He's a sneaky little shit just like you , right ?	3
There's [PERSON] and [PERSON] going out to yet another birthday party with their new son !  	2, 5, 7
I might do that .	8, 7
Are you trying to tell me someone's dead , old boy ?	2
She's an awful sweet little thing .	5
That's entirely ... why don't you bring [PERSON] in to make sure the phone gets answered ?	3
They had ...	6
Oh .	7
Let's sing !	2
I thought it was a good speech .	5, 6
All I know is that I'd like to meet a member of the judiciary or a member of Congress that thinks that this situation , the status quo is satisfactory .	1, 3
There were some problems with ...	6
Can you imagine her traveling around the world with a camera bum who never has more than a week's salary in the bank ?	3
And , besides , I'd like to try this case myself .	2
No . [PERSON] is definitely not ' with me  ' . 	3
Who knows ?	1
I didn't say I came to kill anybody , all right ?	2, 4
It's not right to leave it in there .	3, 4, 6
So we might as well have a good time .	5
I appreciate your letting me come .	8
You won't be needing this anymore and I think your boyfriend's had his gut full of races !	1
You might choose your company with better taste .	3
Allow me to get that bag for you .	2, 7
You've no right to think what you do about me .	1
Why don't you kids come for a walk with us ?	2
I'm awfully unhappy , Mom .	6
You're a good person .	8
l should think you would .	8, 2
But if you care about us , you do not do this .	8, 1, 6
She's a wonderful wife to me , too .	5
You come home , you order out food ... and then you play those stupid [PERSON] albums until 2 , in the morning !	3
Lil ' [PERSON] hate you !	1
Are a sound mind and a full belly .	2, 5
Then a wasp stung out my eye .	6
Are you hurt bad , mate ?	8, 7
I - I took some sleeping pills .	4
How dare you , you ... How long has she been in this condition ?	1, 3, 4, 6, 7
This has gone too far now , huh ?	4
Okay , I have to study Returns and Exchanges .	1, 2
I don't feel so wonderful .	6
Is this the admiral's harem ?	3
You may have overlooked the fact that the use of officers for labour is expressly forbidden by the Geneva Convention .	1
Look at you , baby girl ! Hey , you ready to blow this joint or what ?	8, 2, 5, 7
It won't be long now , comrades .	2
One of you better tell the lieutenant that the waterhole I come by this morning is all muddied up .	3
Don't pretend you don't know the reason .	1
You clean up real nice .	7
Yeah , no , no !	4
The things that are done by love !	5, 7
I'm not stupid , OK ?	1, 3
Open the door !	1, 2
Even when we rehearsed it , I felt something sad and tender .	6
Because you were frightened for the safety of yourselves and your unborn child ?	4
Put these in water , blabbermouth !	3
Maybe it's best I do remember .	4
You done it .	5
I mistakenly trusted these demons and slaughtered righteous officials To atone for my sins	6
That's rude .	3
Open it .	2
I'm not wearing pantyhose .	2
I'm just not up to my usual self .	6
My drinking does not interfere with my work .	8
For our ambassador !	1, 2
All of you !	7
We mustn't stop .	4
I have a kid . I have a kid . - Hmm ?	4, 6
I should have taken my chances with the cannibals .	4
OK . Are you ready ?	2
Now , we better start all over .	2
I'm warning you .	1
Let's go have a drink !	2
What the hell were you doing diving there ?	4
Everything that could go wrong was considered .	8
Naughty , Pumpkin !	1
Get on the roof !	4
After last night , I think she's looking forward to it .	2
And when things die , they go some place else .	2
Robbers , plural ?	8
Nothing wild , right ?	4
Peoples , my stomach's been grumbling , but help has arrived .	2
Hey , look at you !	5
I don't know what the bastard expect of me .	3
Seems much slower than the other eight times I've seen it .	7
Hey ! What's up ?	7
I want to talk to you .	8
Except you'll look better in 'em .	5
I want one hero , not two mutineers .	1
Why didn't you tell me about you and [PERSON] ?	1, 2
Exaggerate .	1
Then rising is better .	2
What do you do with yourself in [LOCATION] , [PERSON] ?	8
Was the city trying to strike a deal with the drug lords ?	1, 4, 7
All those bottles , of sizes different , completely in the wrong order ...	1
People used to stop on the street to admire me .	6
Yeah , yeah , I'd like to rent a car Saturday . Yeah .	5
The facing page looks as intellectual as a snake .	3
It's big enough for two .	8
I haven't seen you for a week .	7
Until it took a hit in the head .	1, 4
Down with the King .	1, 3
Stop . I've been told . We're gonna look into it .	1
It's just when you say these things are closing in on me , it's like a nightmare .	4
Playing with amateurs , huh ?	3, 6, 7
With your permission , I'd like to show you something I've had printed .	2
Great pair of togas .	5
I fear that what life remains to me ...	4
You see what I see .	8
The way you say that sounds so ... rote .	1, 3, 6
I could do wonders with your dismembered body .	3
Let's talk reality .	2
Perhaps you are not aware that the bridge is now under my personal command .	1
All right , gentlemen . Stand by .	2
We're looking good here .	5
I'll sit by your side until you're ready .	8, 2
Not very lucky , is he ?	7
[PERSON] , you and [PERSON] give me a hand with this door .	8
Don't you see me standing right here ?	1
Divvy bitch !	1, 3
I was so close .	1
I told him his wife was a dyke .	3
Course they gave him a big hunk of money for a settlement . Don't nobody know how much it was .	3
I want to speak ...	2
Ten years of tap dancing lessons and this is how you repay me ?	3
True , but the soldiers would kill us before we got to the river .	4
Let me feed you .	8
It's tough being left out , isn't it ?	6
Looks like trouble ahead .	4
Without a wind , we'll lose him !	4
Well , nobody asked you to .	1
They were looking at me .	4
Close your mouth , dear .	1
They say he's got a brain .	1, 3
You've chosen the right agent , sir .	8
I'm good at it .	5
What the hell's going on down there ?	1, 2
They're quite merciless .	4
Please don't go .	4, 6
She won't , and you'll be unhappy .	1, 3
But if it's straight - up one - to - one you want , then I'm your man .	8
And she got in a car accident .	6
I got the address of this [PERSON] , and I went to see her this morning . Really early .	2, 5
we can work something out . - That's a sweet offer , but not now .	2, 5
You see that man giving screwface to [PERSON] ?	2, 3, 6, 7
Just another white guy waiting for the train .	3
Will you come too ?	2
They refused to even participate .	1, 6
So , do you need me to try to remember something ?	2
Something's missing .	4
I wan na thank you for what you're doin' for my son , [PERSON] .	8
I don't want your tomatoes !	1
I'm an honest businessman , a good husband and a father .	8
You get around on those wheels pretty good .	8, 2, 7
Why have you come back when nobody wants to see you ?	3
A gunfight .	4
The woman is safe . I've contacted the Canadian authorities . They'll be here any minute .	5
They'd go to Congress and get more funding .	6
I'm sorry , Grandfather . I've got to get some air .	3, 6
[PERSON] equals [PERSON] .  This is [PERSON]'s handwriting . 	7
It's dangerous , but it just might work .	2
All I can do is release you to make your own estimate of the situation .	8
It won't hurt you , kid .	8
Fucking six ...	1
You've been drinking again , haven't you ?	3
You're a fucking bastard !	3
A desecration of what used to be the finest .	6, 7
It was no self - defense , [PERSON] took him out .	1, 6, 7
Pay attention to me .	1
Could you do it for me today , please ?	8
Don't have a boyfriend ?	2
It won't take that long .	8
Anything unusual ?	2
It's okay . It's okay .	5
Lunch was wonderful .	5
Okay , you have fun .	5
All right , is that a beautiful city or what ?	5
I'd never have taken the job if I hadn't wanted to keep us all together .	8
So you just hang out and keep a look at kids ?	3, 7
Well , what do I care .	1, 6
We are winning ' the friggin' game !	5
Stop talkin' and start drinkin' .	2
Just a walk in the park .	2, 5
Forget it !	1
What a waste of talent .	6
Fire !	4
Nobody's betrayed you .	8
You hadn't seen him in years , and yet you say he was an old friend .	7
It means we can get back before [PERSON] gets home .	2
And if there was , I sure as hell wouldn't tell you , colonel .	1
They're maniacs .	3, 4
Do you want to know everything ?	6
You know the rules about smoking .	1
I thought I'd lost the ability . With you , I. ...	5, 7
[PERSON] , now you must get married .	2
We've simply got to convince you that you're going to serve the right cause .	8
They're out there .	1, 4
The war in [LOCATION] .	6
Stay here ?	8, 2
Congratulations , Rock ...	1
The chauffeur ? The stable boy ?	7
I'm just as old as I look .	6
But inevitably , there comes a time for waking up , even for us .	2
I knew someone would get killed , but nobody listened .	1, 4, 6
I'm gonna speak to your ma !	1
Not good . Let's not get caught in the car .	4
lt was [PERSON] . - How do you - l tailed him .	7
I am varsity captain as a freshman .	8
Heavy reading for a young man .	8
What will happen to you after I've gone ? They like hearing my stories	6
Mom , are we in [LOCATION] yet ?	2
I'll make a special journey just to talk about myself .	2
Shit ! [PERSON]'s got a streamer !	1
I don't think you hear very well . I am not testifying at this trial .	1, 4
I'll make friends and enemies to please myself .	1
What's his name again ?	7
You look like an honest man .	8
Yeah , that's it .	5
I wanted good things for you .	8, 6
Just throw our hats in the air .	8, 4
Don't do anything foolish .	3
It's not safe .	4
I think the answers make you wise , but the questions make you human .	8
I'll be damned .	7
They cast me in a prison , and when they failed ...	4
There's somethin' I want to show you .	2
How much do you think he heard ?	4
All my failings were preparations for meeting you .	6
That's good .	8, 2, 5
I can say no more .	6
That's good . Seven' fines  ' since we left the match . 	5
I'm so pissed at you ! I'm really pissed , OK ?	1, 3, 6
Hundreds and thousands of them died .	6
At that rate , we only have three weeks .	4
You're just as selfish as he is .	3
I'll tell my mother !	1
Better open this door , [PERSON] .	1
I must be working out some screwed - up karma .	1
We're running out of time .	1
I'm the last installment and that troubles me .	6
But it's wonderful .	5
It's useless .	3
I happen to like [PERSON] .	5
Get it and no one'll get hurt .	1
[PERSON] is okay , he's done all right for us .	8
You know , there's no alcohol in water .	8, 2, 3
I hit him . He went down .	8
I think my dog's escaping .	4
It's for your own good .	8
I want to kill you .	1
And you wouldn't want to endanger Mr. [PERSON] , would you ?	1, 2, 4
What the fuck are they doing in there ?	1, 7
It's a bit humiliating , always borrowing [PERSON]'s place .	6
And I'll have every gunboat in the Navy hunting ' ole Nemo .	1, 2
All hands to rescue stations !	1, 2, 4
In fact , I admire the style of you .	5
I'm trying , you know it really upsets me .	6
I'm afraid I'm not a very good host .	6
Go call your pimp to look after you !	3
I can't believe it !	1, 7
Tell him he's too tough for me .	1
I think you really love me .	5
You know . sometimes it feels like it's the only thing keeping us together .	6, 7
What the hell's going on here ?	1, 7
If you hadn't fixed the radio , we wouldn't know about the train .	8
Hey , look who's here !	7
Creeps .	3
It's my fault .	6
Tonight , we will feast in his honour .	2
I'll accept that .	5
Don't worry about it .	8
Get them !	1, 2, 7
Okay . You're kidding , right ?	7
I'm getting tired of this .	1
Don't be so sentimental , [PERSON] .	1
I can't wait to see their faces light up .	2
You'd prefer the parents dead , too .	3
Don't ask me why .	1
Despite our power the few of us would be busy indefinitely trying to suppress a large , hostile population .	4
I know how you feel .	8, 6
I don't think I've ever been so thrilled in my life .	5
For three months , we've been listening to that sad sack spout his unhinged tirades , day in and day out , because we were promised % of the ransom .	3
She's in the bathroom .	1
Hey , look .	7
Her cunt .	3
Come down . - It's making you nervous ?	2, 4
Sounds great . I don't think she's taking us that seriously .	5
I hate the British !	1
I was just trying to tidy up .	1
Get up , you son of a bitch , cos [PERSON] loves ya .	8, 5
I've had it up to here .	1
We certainly are , senorita , because we understand you got a lot of talent .	2, 5
Get outta here , you goddamn parasite .	3
Come clean right now . Uh ...	4
This starved duck ?	3
Are you really that quiet ?	3
[PERSON] , could I have a word with you ?	4
I'm afraid I've disappointed you .	6
Yeah , that would be good .	5
Okay , that didn't help at all .	6, 7
I'm gonna kill it .	1, 2, 3
I shall miss you too .	6
Now , don't tell me Shooter's your oldest and best friend .	3, 7
No , I stay with you .	8
But a little more of your stupid behavior and even the respectability of my house won't shield you .	3
My unit's due to be shipped out soon .	6
The Belgian of the village ?	7
Put this on .	2
We were licked , weren't we ?	3, 7
Ah , thank you .	5
[PERSON] was killed .	6
Look , I'm sorry to drop by unannounced .	6
Now , please , tell me what I can do .	2
Why look at me that so strangely ?	4, 7
I'm going to answer whatever questions the inspector wishes to ask me .	8
Sounds awful , doesn't it ?	6
If they do come here , you will let me know ?	2
Rather like a picnic , isn't it ?	5
You're a rare specimen	7
Oh , my God , no , I can't be bleeding again .	4, 7
An Earthling to save the Childlike Empress !	2, 5
I will not ever sit on those eggs !	1, 3
Then what are you gonna come home to ?	6
That's pretty sweet , right ?	5
I don't want to take up too much time .	2
Yeah . I'm okay .	8
Assure [PERSON] that he'll be in our prayers .	8
Give him $ .	1, 2
We'll discuss it later , whenever you're ready .	2
Mommy ! Mom !	8, 5, 7
This magnificent structure will be the seat of leadership for the new [LOCATION] .	2, 5
I have to take a bus .	1
I'm sorry to disturb you .	6
You want a job ?	8
Here are the keys !	7
Yeah , well , who knew ? - God damn .	1
We've got to get this man off the floor .	4
Everything else stops ...	4
Can we have coffee ?	2
Every last drop .	2, 5
Why do men think marriage is the only thing we want ?	1, 3, 6
Come on , you're kidding me , right ?	7
Don't you see what's happening ? If you don't find me a killer , there is no fucking office !	1
[PERSON] , this is [PERSON] .	8
If you die , your type will be extinct	6
My , and you did your spring house - cleaning all in one day .	7
A depressing characteristic .	6
Have you no recollection of a conversation with [PERSON] ?	2
I sponsored him in the Senate .	8
Looks like I got an abdominal and a thigh . - Dress it . Quickly .	1, 7
Yet men have killed and proved a reason ... and been set free .	3
And he waded in there with a lead pipe and he saved your ass and now you're going to deny him over his dead body ?	1
Yo , [PERSON] !	2, 5, 7
We've cut the target adrift .	2
You think I got this job because I fucked some fat - cat friend of [PERSON]'s .	1
A man was killed in his plane and bled all over him .	4
Scramble the best spin team we have .	2, 5
Suck on that . Hey , who's there ?	7
And I just disagreed with them , completely .	3
Embarrassing , Your Majesty ?	4
There is so somewhat to do .	2
The thing is , [PERSON] , we lost a little time .	4
I'm staying .	2
Did I hear something about jewels ?	7
How about some more mint juice ?	2
Here . . euros .	8
I'm prepared to make a donation to the people of this town .	8
When do I get the money ?	2
Pleasure meeting you .	5
It's somehow able to bend light .	7
My good [PERSON] , the Lady Inglethorp is killed and it is necessary to know everything to be able to avenge it .	1, 2
No , no , no , no , no .	1, 4, 6
There's the finest deerskin jacket I've ever seen .	5
Now I know exactly what you think of me , and why .	3
Might as well be a hundred .	3, 4
You took [PERSON]'s body .	3
I declare , [PERSON] , sometimes I think you got psychic powers .	4, 7
Would you have preferred the Verua kill me ?	1, 6, 7
OK .	8, 1, 3, 6
It sounds frightening .	4
Say bye - bye , now . Bye to daddy .	6
Isn't it hideously plain to the naked eye I'm in love with you ?	1
It don't do nothing for me .	1
God , I've got ta be with her , at least till she learns my name .	2
And that they wouldn't hold Backpage responsible was very disturbing to me .	1
He is very talented .	5
Give it back .	2
You're harming them psychologically .	3
Cam , stop !	4
I'd say you were the only man I ever loved .	6
Better ?	2
Your breath stinks of it .	3
Did you see what he did ?	7
You humiliated him again .	3
You ?	7
It's been an honor to serve with you .	8
No man is gonna make a liar out of me , sir .	1
Oh , macaroni and cheese . - Same old story .	6
His life means nothing .	3, 6
I can suggest something ... ?	2, 4
Is it really him ?	7
He is the owner of [LOCATION] .	8, 7
Fucking cops !	4
She never even went back to the room .	6
Some of them are carved in stone , some of them men like [PERSON] put up there , so suckers like me could read them .	6
We like it .	5
Look what I found !	2
Get out of here , before I make you beg for your life .	1
[PERSON] , look at me !	1
[PERSON] , through you , we have learned that they seek plunder , not justice .	8
Why , you want a road trip ?	1
Let me go with you .	2
Where does that put us ?	2
I'm . . I no m. . mean to .	4
Are you confessing to this ?	1
They're harmless , friendly , and , by all reports , extremely intelligent and sophisticated .	5
I respect you .	8
A dead animal !	4, 7
I thought I was the best stud - poker player in the world .	6
If you don't tell the truth , I can't help you .	1
I mean , I realize you don't have to answer me , but don't forget I helped you into this world , okay ?	8, 4
I know his voice well enough .	8
Why did the inspector allow me to say all those things ?	7
I feel I should be doing something , but I don't know what .	6
What's going on ?	4, 7
Thanks , [PERSON] .	8, 5
Why is he driving ?	7
TV and press only . You'll have to step back .	1
I don't think anything we can do would be of the slightest use .	6
Spectacles , testicles , wallet and watch .	2
This is called inbreeding from which comes idiot children ... and more lawyers .	3
I told you not to pick up the phone .	1
The little people identify with you .	5
I was looking after your interests .	8
What is not going to be easy ?	3, 6, 7
I've had just about enough of you two .	1, 3
[LOCATION] is nice in the spring .	5
You'll see the women in [LOCATION] . They're the most beautiful in the world .	2, 5
With her , it would be marriage or nothing , and that's out of the question .	1
Don't forget me , [PERSON] .	8, 6
Ringo ! 	5
It's hard to believe about [PERSON] .	7
[PERSON] , you fool !	3
Really scary .	4
I think you're perfect .	5
Damn it , stay back here .	1, 4
And I hope that someday you will join me here .	2
You injured your knee in a game .	4
My kids can stay with me for as long as they would like .	5
Where are you from ?	2
They look like they've come to a funeral .	6
Why should I take the chance that I lose it ?	7
I bet that was fun .	8, 2, 3, 5
Sweetheart , look what just came in the mail for you .	8, 2, 5
What brings you back so early ?	7
Witness interviews ?	7
That bitch has messed around with me .	3
How do you plan to pass if you're too busy stealing cars And shooting black people ?	1, 3
You always do .	8, 5
But in fact the level was dangerously low .	4
What beast are you talking about ?	2
You're ruining it !	1
All the Nuke you'll ever need .	2, 4
And , [PERSON] , we have a breathtaking adventure in front of us .	2
I thought I liked to party , but these guys ...	6, 7
Nothing to worry about .	2
It's time to update the program and I would like to hear from each one of you .	2
I called and called . - Where were you last night ?	8, 1
I think a [PERSON] would be good enough .	8
It's for you , the famous [PERSON] .	8, 2, 5
I'll see you downstairs .	8
That's sweet .	5
I never mentioned any illness .	7
You know that the child of two primitive apes will never learn how to speak .	3
They are perfectly safe .	8
Alright , have it any way you want !	1, 3
How ' bout a drink ?	8, 5
Does that sign say BQE ?	5
I'm dreaming !	5, 7
Because he's the future .	8, 5
Please ...	4
And you found out ?	7
It's very funny , [PERSON] . Don't move !	5
I'm actually beginning to like them .	7
As soon as I get it , we'll make tracks .	2
I do declare , it looks like my head's gonna split open with all this singing and yelling and hallelujah - ing .	1
Can we have [PERSON] ?	2
We don't want [PERSON] to come , the bald giant with stupid sunglasses , knocking everybody around for kicks .	3
You know , I'm thinking of training you for cashier . Really ?	8, 5
[PERSON] had a great time .	5
He got kicked upstairs .	7
But I just laughed and begged them to keep on doing it !	5
You dreamt I lost some weight ?	7
It's so nice out there .	5
And treat those two impostors Just the same ...  	1
I want you to make a little phone call for me .	8
I just said , I love you .  	1
We got ta let him out !	1, 4
I know , but we have so much love to give .	8, 5
I don't care about [PERSON] !	1
Let us board !	5
Well done , young man !	5
You'll regret this !	1
For a celebrated bounder , that is an awful admission .	3
Something's going on .	4
There's somebody at the door .	7
God ?	2
Seemed worried about it .	4
Very well , sir .	8
I'm not surprised . Me , too .	1, 4, 6
Daddy , there are balloons floating away .	6
The helicopter was destroyed , and the pilot is dead .	6
Oh , I think not .	1, 7
And I feel sick about it .	3
Got a chance of a job there ?	2
Please hurry .	4
I mean , we're a solid act , honey .	5
Do we have to sit with them ?	3, 4
Nice .	5
And we've got her .	8, 5
Going to have dessert when we finish our hot dog ?	2
And then three weeks ago I suffered a nervous breakdown .	6
I wouldn't think of such a thing !	7
And without [PERSON] , it's better to let these people with the black suits and the Swiss haircuts worry about things you and I don't begin to understand .	3
Everything's going to be alright , son .	8
I can't beat three sevens .	8
Isn't this exciting ?	2, 5
Then you'll have to have permission .	1
You could run a few thousand volts through him .	1, 2
I'm surprised at you !	7
Don't give us hunches .	6, 7
What's killing all the children ?	4
I'll wait for you upstairs .	2
Has been infected with a new strain typhoid ?	3
That is some wonderful horse . - Congratulations .	5
She's more frightened than anything .	4
Get her back for me , please .	4, 6
[PERSON] , I have the most terrible news for you .	6
You've got a woman here ?	7
You know , come to think of it , It is a rather interesting conception .	7
You return to the front of your army .	1
Good boy , good boy .	8
And there's not a damn thing you can do about it , you understand me ?	1, 6
What I want you to do is go over to your church , get crosses , and prayer books , and Bibles , and whatever the hell else you people use .	2, 4
I thought you'd be old .	7
He tied her up ... He beat her with some instrument and strangled her .	4
Well , I've been trying to reach him all day .	1
You shouldn't fool with that .	1
The greatest health threat facing our nation .	4, 6
That's a real woman .	5
You come with me , alone , and we leave in minutes .	8, 2
I'm glad you're here to see nothing goes wrong .	8
Well , there's no mistaking this German beer .	8, 2
Why don't you tell the truth for once ?	3
What's Zharkov doing on the plane ?	7
I dig and dig , and the hole gets no bigger .	6
More ! - More ?	7
You're up early , Mr. President .	7
[PERSON] continued to invade your privacy .	1
I'm gettin' me a gun , some liquor and a gold commissioner .	2
Do not .	6, 7
Hey , babe , you playin' cards ?	2
All that money , [PERSON] ?	7
What'll we drink to ?	2
Don't you stay up too late , OK ?	8, 5
Who would want to live in a graveyard ?	3, 7
Well , I don't . And I don't need this .	1
That's quite a knife you carry .	4
It has been such a tremendous excitement for me , this visit .	5
What the fuck you doing ?	1, 4
Fuck [LOCATION] .	1, 3
It's more than my job's worth !	1, 7
Hell , we could bring in the whole god damn New York Knicks just to make sure your trash hits the basket ! How's that ?	1
Oh , this is a Kandinsky !	7
You're not going to hang me ?	7
That's me ! '	2, 5
Don't we like [PERSON] ?	7
[PERSON] , break out that chart we've been working on .	2
I don't like my boys getting hurt permanently .	6
I do hate you !	3
Nobody knows how to talk , just grunt at each other .	6
Get out of my office .	1
That's your funeral .	3
One more to go , chicken .	1
Good luck to you .	8
[PERSON] , we have to go downstairs quickly !	1, 2
Shut up and put your hat on !	1
I think you tell better jokes than me , [PERSON] .	8
I'm sorry about the shoes .	6
He was the sanest man I ever knew .	8
What a tool !	7
Come on . Go , just go .	1
She had a bit of an accident back there .	4
I never scouted this neighborhood .	7
I got ta get back . Move it back !	4
You still race ?	2
But the water was dangerously low ?	4
What , are you smuggling furs or something ?	7
Well , he was old enough to be your father .	3
I'd rather die .	1, 3, 6
Yeah , but you're fucking doing it .	1
Don't fucking kill him , we've got business to sort out !	1
It'll be there .	8
I've told you that a dozen times .	1
I was bored to death .	1
Everyone has baggage they bring to a relationship .	6
They have every right to invade ours .	1
I will be punished , and I should be punished .	4
No scars .	2, 5
I'd rather take a whipping than mend fences .	6
I'll kill you .	1
You're mistaken if you think I'm leaving her here ... with a mother who doesn't consider her reputation .	3
Hello , sweet thing .	5
I'll come by , like , : ?	2
Don't be a fool .	3
Oh , wait .	2
We're friends !	8
Nobody understands us .	6
I want to show you something .	2
Eat shit !	1
For God's sake , be careful .	4
[PERSON] , where's the kid ?	1
A lovely shade of green !	5
Watch where you drive , artist .	3
And how is that different than all the times you risked me ?	1
We didn't hear that .	4
You murdering fool !	3
You were going to give me that statue .	2, 6
When did this relationship take place between [PERSON] and [PERSON] ?	2, 3, 7
What do you think ? Yeah , that's it .	2
Will succeed .	8
You take a rest now .	8
One cop per car ?	2
[PERSON] is two minutes late .	1
Who do you think you are butting in like this ?	1
Who bow and smile and scrape and spend their nights gnawing the chairs and floors out from under us all .	3
You reckon this'll make the colonel happy ?	2
They must've wiped this place clean .	7
If I thought I needed an assistant to do my job ... meaning what ?	1
[PERSON] , I might have died a happy man .	6
I don't know what caused this great interest in us ?	2, 7
I thought we were friends .	6
He thinks the world of me .	5
Give a girl a chance to breathe .	1
And the sociopaths that are in control of those programs can't be allowed to speak for planet [LOCATION] .	1, 3, 4
It's a crime against the people who sent me here ! We are on an official mission ... and we have no right to change the orders of our superiors .	1
No ! Windy !	4, 6
You're suffering from small eyes and fat asses .	3
If we had known , we would have greeted you with flowers .	6
Get back here !	1, 2
[PERSON] ! You thick - headed chunk of fish - bait !	1, 3
[PERSON] , they weren't taking any chances !	3, 6, 7
It is well .	5
Get him in the corridor .	3
They wouldn't let you take your dog ?	7
I was wondering what we might expect , in terms of your testimony .	2
In the reprisal for the shelling of our homes and the murder of our families by American warships .	8, 4
Silver snow falling on the ship .	5
Best news I heard all year .	5
Have you thought that your child is in the [LOCATION] ?	2
This is nice .	5
You know what we're fighting out there , and they know it !	8, 2
Get these men out of here .	1
But I told you never to fight a street fighter fight .	3, 6
There is something strange about that boy !	7
You need money , and quickly .	4
Let's see !	2
My ambition is to win all your contracts , own this club and run it my way .	2
Leave it to me . I'll tell you .	8
The one that you and [PERSON] ditched .	6, 7
He's ready for a fall .	3, 4, 5
Listen , I - I know you're gonna think this is real dumb of me , but , uh , I haven't been feeling very good lately , and , uh ...	2
You get beaten though , don't you ?	4
When [PERSON] got seriously ill , you sent her to a home .	6
They'll never believe us .	1, 4, 6
I want to leave Mr Case's employment .	2, 6
I had the pleasure of meeting you in your beautiful shop .	5
